,animal_id,animal_type,animal_breed,kennel_status,intake_type,intake_subtype,intake_date,intake_condition,outcome_type,outcome_date,outcome_condition,month,year
127309,A1070228,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-03T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2019-06-07T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127262,A1070188,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127259,A1070185,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127256,A1070182,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127255,A1070180,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128442,A1071263,CAT,DOMESTIC SH,IMPOUNDED,STRAY,AT LARGE,2019-06-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127277,A1070201,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
122349,A1066151,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,RETURN,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128383,A1071198,CAT,DOMESTIC SH,AVAILABLE,STRAY,AT LARGE,2019-06-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128382,A1071197,CAT,DOMESTIC SH,AVAILABLE,STRAY,AT LARGE,2019-06-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127131,A1070103,CAT,DOMESTIC SH,AVAILABLE,STRAY,AT LARGE,2019-06-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127119,A1070089,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127195,A1070157,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-17T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127194,A1070156,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127176,A1070142,CAT,DOMESTIC SH,AVAILABLE,FOSTER,RETURN,2019-06-17T00:00:00.000,HEALTHY,ADOPTION,2019-06-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128166,A1071003,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2019-06-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128168,A1071005,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2019-06-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128169,A1071006,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2019-06-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
122097,A1065948,CAT,DOMESTIC SH,AVAILABLE,FOSTER,TREATMENT,2019-06-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
122351,A1066152,CAT,DOMESTIC SH,IMPOUNDED,FOSTER,RETURN,2019-06-07T00:00:00.000,HEALTHY,ADOPTION,2019-06-07T00:00:00.000,HEALTHY,JUN.2019,FY2019
128086,A1070913,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128087,A1070914,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128094,A1070921,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128095,A1070922,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128143,A1070980,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
122163,A1066000,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,TREATMENT,2019-06-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128138,A1070975,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128323,A1071142,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128351,A1071171,CAT,DOMESTIC MH,UNAVAILABLE,STRAY,AT LARGE,2019-06-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128358,A1071176,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,RETURN,2019-06-17T00:00:00.000,HEALTHY,ADOPTION,2019-06-18T00:00:00.000,HEALTHY,JUN.2019,FY2019
128345,A1071164,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
128245,A1071079,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-07T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127388,A1070284,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127387,A1070283,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2019-06-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127378,A1070277,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127377,A1070276,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127376,A1070275,CAT,DOMESTIC SH,AVAILABLE,STRAY,AT LARGE,2019-06-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127375,A1070274,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
127374,A1070273,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130567,A1073111,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130572,A1073116,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130573,A1073117,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130574,A1073118,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130575,A1073119,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130563,A1073107,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,ADOPTION,2019-07-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121478,A1065160,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,TREATMENT,2019-06-21T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2019-06-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130543,A1073096,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121474,A1065158,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,TREATMENT,2019-06-21T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2019-06-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130458,A1073028,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130459,A1073029,CAT,DOMESTIC MH,UNAVAILABLE,STRAY,AT LARGE,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130460,A1073030,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130429,A1072997,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130431,A1072999,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130462,A1073032,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-03T00:00:00.000,HEALTHY,JUN.2019,FY2019
130463,A1073033,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130471,A1073040,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130680,A1073224,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130682,A1073226,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2019-06-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130666,A1073303,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2019-07-17T00:00:00.000,HEALTHY,JUN.2019,FY2019
130718,A1073250,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130722,A1073254,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121228,A1064928,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,GENERAL,2019-06-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121226,A1064927,CAT,DOMESTIC SH,AVAILABLE,FOSTER,GENERAL,2019-06-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130614,A1073158,CAT,SIAMESE,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130599,A1073147,CAT,DOMESTIC SH,AVAILABLE,STRAY,AT LARGE,2019-06-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2019-07-02T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,JUN.2019,FY2019
130598,A1073146,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-25T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2019-07-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130594,A1073142,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130588,A1073134,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130427,A1072996,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
95308,A0717741,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130296,A1072862,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
96114,A0930973,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130288,A1072854,CAT,DOMESTIC MH,IMPOUNDED,STRAY,AT LARGE,2019-06-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130309,A1072877,CAT,HIMALAYAN,UNAVAILABLE,OWNER SURRENDER,EUTHANASIA REQUESTED,2019-06-23T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,ADOPTION,2019-07-17T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130302,A1072870,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2019-06-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130303,A1072871,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2019-06-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130304,A1072872,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2019-06-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130301,A1072869,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130397,A1072965,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130394,A1072962,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121729,A1065651,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,RETURN,2019-06-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
130422,A1072991,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121732,A1065653,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,RETURN,2019-06-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121739,A1065657,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,RETURN,2019-06-05T00:00:00.000,HEALTHY,ADOPTION,2019-06-05T00:00:00.000,HEALTHY,JUN.2019,FY2019
121738,A1065656,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,RETURN,2019-06-05T00:00:00.000,HEALTHY,ADOPTION,2019-06-05T00:00:00.000,HEALTHY,JUN.2019,FY2019
130415,A1072982,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121865,A1065754,CAT,DOMESTIC SH,AVAILABLE,FOSTER,SURGERY,2019-06-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-07T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121861,A1065752,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,SURGERY,2019-06-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
121860,A1065751,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,SURGERY,2019-06-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-06-07T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
131149,A1073641,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
131150,A1073642,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
120847,A1064524,CAT,DOMESTIC SH,UNAVAILABLE,FOSTER,RETURN,2019-06-01T00:00:00.000,HEALTHY,ADOPTION,2019-06-01T00:00:00.000,HEALTHY,JUN.2019,FY2019
131074,A1073573,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-06-29T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2019-07-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
131129,A1073622,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2019-06-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
131137,A1073630,CAT,DOMESTIC SH,AVAILABLE,STRAY,AT LARGE,2019-06-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2019-07-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,JUN.2019,FY2019
